City ,Confirmed Covid Case Numbers
Kobryn,59436
Slonim,32687
Vawkavysk,2009700
Kalinkavichy,36568
Smarhon’,234
Horki,21392
Asipovichy,571044
Dzyarzhynsk,862401
Byaroza,69318
Navahrudak,2952311
Vilyeyka,127358
Krychaw,393
Luninyets,1
Mar’’ina Horka,19914
Pastavy,176801
Pruzhany,6288
Dobrush,1628
Hlybokaye,159776
Zaslawye,75189
Fanipal’,32782
Stowbtsy,240812
Ashmyany,464
Ivanava,1846
Klimavichy,49885
Lahoysk,39979
Masty,16424
Drahichyn,2411
Astravyets,41937
Khoyniki,36619
Stolin,15946
Malaryta,31149
Mikashevichy,33982
Novalukoml’,55680
Haradok,56288
Lyuban’,20183
Klyetsk,54
Byerazino,0
Staryya Darohi,4556
Byelaazyorsk,0
Uzda,8
Baran’,0
Kapyl’,0
Mstsislaw,3875
Skidal’,0
Byarozawka,0
Valozhyn,0
Pyetrykaw,39789
Byalynichy,405659
Talachyn,125357
Braslaw,1686138
Buda-Kashalyova,325425
Krupki,11545
Vyetka,265244
Narowlya,97221
Kamyanyets,18454
Kirawsk,22909
Dzyatlava,26417
Slawharad,27122
Cherykaw,186844
Myory,1523
Kruhlaye,422919
Syanno,61411
Iwye,24190
Klichaw,1770
Myadzyel,20587
Vyerkhnyadzvinsk,70416
Dubrowna,3442
Svislach,674843
Davyd-Haradok,33396
Brussels,59526
Antwerp,45981
Gent,61100
Charleroi,84524
Liège,2595
Anderlecht,212672
Bruges,445
Namur,40499
Moortebeek,434783
Mechelen,1343442
Forest,95532
Etterbeek,161287
Jette,1017
Evere,674003
Vilvoorde,60144
Wilrijk,980
Koekelberg,1947
Ganshoren,2882
Sint-Joost-ten-Node,39043
Mortsel,1536
Saint-Nicolas,40825
Ekeren,39512
Assebroek,84
Boom,352
Wondelgem,43092
Drogenbos,30750
Mons,61549
Aalst,102471
La Louvière,29071
Sint-Niklaas,1364
Hasselt,87473
Seraing,390837
Roeselare,68366
Beveren,132264
Dendermonde,127926
Heist-op-den-Berg,13682
Lokeren,33607
Herstal,1258
Braine-l’Alleud,3663215
Halle,222409
Ninove,643168
Mechelen-aan-de-Maas,333317
Lierre,11622
Mol,229468
Schoten,794985
Ieper,4006
Zaventem,390203
Sint-Pieters-Leeuw,12789
Menen,8058
Binche,1491
Geraardsbergen,361580
Knokke-Heist,203762
Asse,53771
Louvain-la-Neuve,241
Wevelgem,417819
Waterloo,13421
Oudenaarde,143414
Deinze,4650
Temse,29939
Arlon,27638
Brecht,77982
Ans,7083
Herentals,4926
Harelbeke,3879
Andenne,11658
Soignies,31279
Kapellen,311922
Willebroek,355296
Ronse,137730
Flémalle-Haute,72234
Tubize,1659980
Lanaken,277399
Wetteren,712
Beersel,11523
Maaseik,184
Westerlo,288034
Merelbeke,422329
Zwevegem,258407
Manage,72821
Diest,8476
Maldegem,4010
Oostkamp,129158
Zemst,18582
Nijlen,270527
Balen,314
Zedelgem,92062
Tervuren,5578150
Rixensart,24252
Frameries,5990
Lochristi,340838
Herent,93723
Kontich,396970
Bornem,161
Hoogstraten,251336
Eeklo,23110
Sint-Katelijne-Waver,3756
Wuustwezel,16654
Boussu,14037
Tielt,27
Schilde,235599
Zwijndrecht,803119
Poperinge,6555
Eupen,1797499
Sint-Gillis-Waas,2875858
Diepenbeek,1186309
Lede,254870
Bredene,839420
Londerzeel,47146
Sint-Genesius-Rode,48180
Wervik,734039
Lessines,436931
Stekene,169697
Wemmel,2
Puurs,106928
Fléron,304199
Neerpelt,103583
Aubange,1895
Dour,132258
Rotselaar,539590
Sint-Kruis,10824
Riemst,2174
Lille,184472
Machelen,3006
Landen,272826
Bastogne,69749
Rumst,9
Genappe,41102
Berlare,34304
Amay,541224
Lubbeek,60943
Kuurne,14259
Liedekerke,30520
Wanze,4
Oosterzele,19344
Couvin,1341
Blegny,1
Beyne-Heusay,254985
Zelzate,2503
Grez-Doiceau,55852
Keerbergen,99477
Esneux,518122
Olen,70673
Herk-de-Stad,53903
De Haan,542256
Gerpinnes,2670
Niel,7324
Nevele,5406
Farciennes,166191
Kampenhout,155169
Rijkevorsel,124071
Vosselaar,213784
Chaumont-Gistoux,376237
Veurne,15415
De Panne,345357
Grobbendonk,1200430
Florennes,2869652
Retie,847006
Écaussinnes-Lalaing,216683
De Pinte,1076840
Villers-la-Ville,26843
Braine-le-Château,64
Borgloon,5002
Court-Saint-Étienne,2006
Raeren,3
Welkenraedt,5089
Houthulst,2338
Wielsbeke,445963
Hoeselt,41248
Chimay,711442
Halen,11145
Awans,4133
Oudenburg,61940
Gooik,389344
La Bruyère,252848
Sint-Martens-Lennik,20
Sint-Martens-Latem,14647
Sint-Amands,1649977
Koekelare,138898
Dentergem,10688
Kortessem,174861
Zomergem,34889
Zoutleeuw,14012
Gingelom,692111
Trooz,24365
Habay-la-Vieille,6761
Messancy,13308
Vorselaar,509
Antoing,143280
Wachtebeke,6459
Zingem,13420
Chastre-Villeroux-Blanmont,21987
Ruisbroek,340250
Neufchâteau,5220549
Beauvechain,44594
Stavelot,563215
Beaumont,280372
Saint-Georges,99344
Hensies,4
Quiévrain,228828
Ittre,6356
Villers-le-Bouillet,306795
Ramillies-Offus,6696
Bekkevoort,93947
Lendelede,38854
Hastière-par-delà,73874
Desselgem,81980
Étalle,14645
Butgenbach,26486
Hotton,46160
Attert,755
Incourt,543177
Amblève,190985
Nassogne,70162
Glabbeek-Zuurbemde,225937
Léglise,51404
Momignies,16987
Houffalize,111280
Gouvy,384634
Chiny,6325
Belmopan,28367
Belize City,22681
Orange Walk,68891
San Ignacio,580383
Dangriga,6917
Corozal,1643557
Punta Gorda,109
Ladyville,1004
Cotonou,529726
Porto-Novo,52638
Djougou,136683
Parakou,2283
Kandi,22714
Lokossa,123770
Ouidah,7523
Abomey,81226
Natitingou,81980
Dogbo,22452
Sakété,879102
Savalou,340916
Savé,63512
Thimphu,10957
Paro,25820
Wangdue Phodrang,392574
Punakha,34089
Samtse,52157
Tsirang,20879
Mongar,269512
Haa,124
Samdrup Jongkhar,28589
Sarpang,5647
Trashigang,19060
Pemagatshel,490577
Tsimasham,999463
Trashi Yangtse,48976
Trongsa,31815
Zhemgang,60341
Lhuentse,24908
Jakar,37842
Daga,26188
Gasa,637463
Santa Cruz,1059
Sucre,38546
Cochabamba,177939
Oruro,2491
Warnes,700897
Potosí,128044
Tarija,12519
Sacaba,99514
Quillacollo,1610
Montero,65121
Trinidad,108084
Cobija,26989
Riberalta,143264
Villa Tunari,248
Puerto Villarroel,129539
Villamontes,39987
Guayaramerín,38180
Camiri,394205
Tiquipaya,57759
Viacha,66454
Bermejo,69792
Llallagua,3786459
Villazón,94858
Uyuni,417792
San Borja,10128
San Ignacio de Velasco,56108
Tupiza,30135
Patacamaya,933953
Puerto Suárez,18168
Capinota,19905
San José de Chiquitos,192014
Vallegrande,230308
Mapiri,610001
Portachuelo,33631
Comarapa,581
Punata,787273
Villa Yapacaní,66511
Ascensión,5826
Vinto,59416
Chulumani,4065
Santa Ana de Yacuma,12252
Rurrenabaque,61481
Torotoro,80289
Puerto Quijarro,56502
Roboré,79051
Challapata,962368
Achacachi,11368
Aiquile,36700
Reyes,55368
Cliza,11074
Charagua,598
San Ramón,766
San Carlos,25585
Uncia,656350
Camargo,68721
Sicasica,11855
Magdalena,540924
Samaipata,347137
Padilla,36763
Tarabuco,62099
Baures,43099
Coroico,156867
Sorata,12271
Cuevo,61662
San Matías,10152
Betanzos,33429
Apolo,26484
Quime,108607
Entre Ríos,1422549
Corocoro,0
Puerto Acosta,49
Sabaya,48844
Llica,402182
Charaña,132582
Villa Martín Colchak,88798
Puerto Heath,33274
Piso Firme,34158
Sarajevo,121213
Banja Luka,2698
Mostar,383025
Bijeljina,3904934
Tuzla,477047
Brčko,75643
Prijedor,63
Zenica,701
Doboj,80345
Zvornik,36180
Sanski Most,2318480
Lukavac,23172
Bihać,18855
Bugojno,42746
Žepče,106867
Trebinje,617
Bosanska Krupa,1035
Čapljina,33534
Breza,4542
Derventa,126460
Goražde,194
Foča,35512
Sapna,182885
Jablanica,1122166
Vareš,4292
Livno,8395
Bosanski Petrovac,5545
Mrkonjić Grad,152401
Drvar,602460
Velika Kladuša,3939
Višegrad,13
Tomislavgrad,103
Gaborone,36
Francistown,38285
Molepolole,16517
Maun,1715
Selibe Phikwe,8154
Serowe,131827
Kanye,2428
Mochudi,275
Lobatse,2929
Tshabong,41034
Kasane,147
Ghanzi,800866
Ramotswa,7743
Masunga,188
Sowa Town,155739
Jwaneng,40207
Mahalapye,76014
Palapye,750062
Lekala,36032
Gweta,1317
Nata,1612
Mopipi,1314
Lehututu,285572
Nokaneng,38884
Lokwabe,185819
Tsau,10319
Muhembo,36521
São Paulo,11836
Rio de Janeiro,14493
Belo Horizonte,31861
Brasília,68159
Salvador,58035
Fortaleza,1051
Curitiba,39524
Manaus,9603
Recife,51937
Belém,191877
Porto Alegre,1379197
Goiânia,742353
Guarulhos,15729
Vila Velha,386
Campinas,371143
São Gonçalo,69428
São Luís,3654
Maceió,80927
Natal,1591
Campo Grande,86020
Teresina,36043
São Bernardo do Campo,1396
Iguaçu,86916
João Pessoa,281628
Abaeté,12307
Jaboatão,4491
Santo André,334730
Osasco,726
Uberlândia,937
Aracaju,573
São José dos Campos,42452
Ribeirão Prêto,71108
Contagem,24270
Sorocaba,1976
Cuiabá,3229
Feira de Santana,33340
Joinvile,23757
Londrina,20769
Ananindeua,35477
Caxias do Sul,14656
Niterói,60689
Serra,315110
Juiz de Fora,20395
Americana,47026
Florianópolis,2523998
Macapá,36753
Mauá,457482
Betim,2448554
São José do Rio Prêto,52409
Diadema,23035
Santos,57291
Maringá,146244
Porto Velho,34554
Mogi das Cruzes,87719
Montes Claros,131411
Rio Branco,205517
Campina Grande,124578
Carapicuíba,43717
Jundiaí,20188
Campos,1378
Olinda,44013
Cariacica,21394
Bauru,48045
Anápolis,73131
Vitória,21641
São Vicente,6155
Itaquaquecetuba,21244
Ponta Grossa,38194
Canoas,15651
Piracicaba,35705
Caruaru,76472
Pelotas,30719
Franca,18186
Petrolina,7364
Uberaba,54890
Ribeirão das Neves,340891
São José dos Pinhais,44878
Boa Vista,425
Caucaia,127625
Vitória da Conquista,102528
Guarujá,875084
Blumenau,59390
Paulista,112520
Taubaté,31442
Praia Grande,833246
Mossoró,39781
Petrópolis,75932
Limeira,38157
Camaçari,470331
Suzano,25983
Crato,30746
Santa Maria,135329
Taboão da Serra,51
Marabá,773855
Governador Valadares,13091
Juazeiro do Norte,713592
Palmas,8445
Parnamirim,27581
Sumaré,69175
Ipatinga,5672180
Volta Redonda,67423
Barueri,47111
Cascavel,49651
Imperatriz,287974
Foz do Iguaçu,102365
Viamão,13461
Gravataí,11789
Várzea Grande,459095
Novo Hamburgo,706272
Magé,399313
Colombo,283302
Itaboraí,82761
Sete Lagoas,20176
São Carlos,43764
São Leopoldo,33104
Divinópolis,9088
Macaé,51879
Santarém,562403
Marília,249628
Indaiatuba,990638
Maracanaú,48209
Cabo Frio,4802
Cotia,1545702
Rondonópolis,600408
Jacareí,317276
Araraquara,604987
Itapevi,8846
Dourados,3002
Chapecó,11382
Itajaí,13572
Presidente Prudente,111623
Juazeiro,20
Itabuna,24436
Hortolândia,20849
Alvorada,33415
Criciúma,1167122
Rio Grande,268213
Cachoeiro de Itapemirim,112801
Passo Fundo,51180
Rio Claro,68075
Arapiraca,21023
Araçatuba,4733
Castanhal,2858
Nova Friburgo,58399
Ferraz de Vasconcelos,7717
Santa Bárbara d’Oeste,61860
Angra dos Reis,62154
Ibirité,12154
Teresópolis,223243
Araguaína,1105
Guarapuava,323481
Jaraguá do Sul,2172
Ilhéus,126
Barra Mansa,98613
São José de Ribamar,1015368
Nossa Senhora do Socorro,202698
Linhares,5579
Rio Verde,2099246
Luziânia,1279
Carpina,257191
Francisco Morato,3147
Timon,76
Poços de Caldas,117530
Sobral,265269
Itapecerica da Serra,271408
São Caetano do Sul,802514
Itu,24556
Caxias,60331
Itapetininga,1000416
Jequié,109820
Bragança Paulista,16970
Pindamonhangaba,122432
Abaetetuba,181
Teixeira de Freitas,172
Camarajibe,127
Lajes,5457
Paranaguá,30845
Rio das Ostras,43036
Barreiras,29530
Parnaíba,124159
Patos de Minas,647
Mogi Guaçu,55657
Franco da Rocha,47111
Araucária,139128
Santo Agostinho,732739
Sinop,1100312
Pôrto Seguro,3291
Jaú,7185
Toledo,16041
Teófilo Otoni,452633
Botucatu,47254
Cametá,535087
Barbacena,31602
Palhoça,200210
Sabará,35468
Atibaia,43995
Garanhuns,98910
Apucarana,41618
Santa Rita,107070
Araruama,72754
Campo Largo,45313
Ji-Paraná,197471
Santa Cruz do Sul,513477
Pouso Alegre,324425
Itapipoca,1079255
Maranguape,14036
Vitória de Santo Antão,1201228
Conselheiro Lafaiete,46982
Araras,57083
Alagoinhas,472590
Cubatão,269088
Santana de Parnaíba,359487
Barcarena Nova,77062
Guarapari,76689
Uruguaiana,2946
Jandira,44240
Balneário de Camboriú,200
Resende,37611
Arapongas,100677
Varginha,85042
Barretos,138355
Bento Gonçalves,249668
Ribeirão Pires,556089
Valinhos,337775
Itabira,31997
Cachoeirinha,11731
Sertãozinho,18
Poá,368899
Almirante Tamandaré,1615
Várzea Paulista,68990
Catanduva,43367
Paulo Afonso,26607
Guaratinguetá,931200
Igarassu,0
Birigui,13
Votorantim,24901
Codó,152176
Araguari,151691
Ubá,264415
Tatuí,1074634
Bagé,855244
Altamira,61950
Piraquara,77735
Tucuruí,227663
Salto,102812
Itatiba,93473
Caraguatatuba,29068
Euriápolis,40622
Açailandia,283059
Umuarama,98163
Santana,2484
Corumbá,1005
Colatina,4
Parintins,436352
Catalão,25
Coronel Fabriciano,43378
Ourinhos,38041
Ariquemes,22905
Muriaé,64451
Itaúna,5380
Araxá,64128
Cambé,43631
Erechim,958906
Tubarão,129161
Passos,3239657
Paço do Lumiar,62273
Nova Serrana,56539
Itumbiara,46163
Ituiutaba,62839
Lavras,233671
Trindade,230636
Itaperuna,14776
Breves,613
São Lourenço da Mata,883
Vilhena,2081
Santo Antônio de Jesus,253
Assis,4949
Itaituba,538
Mairiporã,8213
Bacabal,1022
Bayeux,224400
Ponta Porã,14214
Itanhaém,39005
Brusque,314158
Avaré,2404
Esteio,153662
Campo Formoso,30830
São Mateus,74975
Goiana,25397
Três Lagoas,752
Iguatu,592243
Mineiros,124105
Irecê,1915
Balsas,54571
Itapeva,251285
Valença,34208
Caçador,76610
Timbaúba,88912
Curvelo,67908
Manacapuru,25020
Cabedelo,59265
Euclides da Cunha,32636
Pirapora,1978621
Bragança,36453
São Borja,234
Canela,21360
Janaúba,567517
Serrinha,862098
Formiga,69241
Ponte Nova,2950587
Senhor do Bonfim,127183
Barra do Corda,393
Floriano,1
Itamaraju,19909
Camocim,175765
Capanema,6236
Goianésia,1627
Brumado,159162
Inhumas,74981
Salgueiro,32760
Nanuque,240511
Barreiros,464
São Francisco do Sul,1825
Januária,49290
Riacho de Santana,39927
Jacarèzinho,16403
Capitão Poço,2411
Campo Maior,41863
Paranaíba,36569
Pompeu,15940
Barra do Bugres,31123
Ipu,33939
Nova Cruz,55596
Arapoti,56225
Itambé,20132
Caiapônia,54
Pedreiras,0
Cachoeira Alta,3841
Elesbão Veloso,0
Pôrto Esperidião,8
Lagamar,0
Leme,0
Paulínia,3869
Itacoatiara,4809
Barra do Piraí,0
Campo Mourão,0
Guaíba,39789
Pará de Minas,405387
Paracatu,125058
Caldas Novas,1683865
Sorriso,323483
Caratinga,11541
Mogi Mirim,263784
Votuporanga,96546
Caçapava,18454
São Félix do Xingu,22909
Cáceres,26417
Timóteo,27122
Itajubá,186844
Saquarema,1517
Planaltina,422730
São João del Rei,61320
Santa Inês,24182
São João da Boa Vista,1764
Candeias,20581
Paranavaí,70353
São Gonçalo do Amarante,3399
Jataí,674439
Cacoal,33345
Santa Cruz do Capibaribe,59436
Gurupi,45937
Nova Lima,60996
São Cristóvão,84374
Ubatuba,2594
Guanambi,212640
Cachoeira do Sul,445
São Bento do Sul,40358
Redenção,433701
Camboriú,1331249
Unaí,95374
Araripina,161046
Gravatá,1017
Jacobina,673738
Arujá,60048
Serra Talhada,980
Navegantes,1947
Cianorte,2866
Ijuí,39021
Pinheiro,1525
Santana do Livramento,40748
São Sebastião,39327
Moju,84
Seropédica,352
Coari,43060
Cruzeiro do Sul,30734
Patrocínio,61511
Três Rios,102276
Macaíba,29021
Campo Limpo,1363
Quixeramobim,87399
Matão,389881
Quixadá,67743
Alfenas,132244
Chapadinha,127646
Três Corações,13671
Telêmaco Borba,33338
Manhuaçu,1258
Pato Branco,3622135
Francisco Beltrão,222269
Picos,642583
Dias d’Ávila,333097
Aquiraz,11597
Bebedouro,226416
Alegrete,793693
Canindé,4004
Ibiúna,388987
Santo Ângelo,12784
Itapetinga,8058
Lins,1464
Jabuticabal,358562
Rio Largo,203658
Sapiranga,52865
Concórdia,240
Arcoverde,417526
Piraçununga,13419
Palmeira dos Índios,143318
Ouro Prêto,4592
Oriximiná,29763
Ceará-Mirim,26989
Vinhedo,77982
Farroupilha,7083
Itapira,4925
Pacatuba,3879
Crateús,11658
Aracati,31248
Belo Jardim,309486
Rio do Sul,354921
Casa Nova,136628
Santa Isabel do Pará,72159
Indaial,1659433
Gaspar,276280
Campo Bom,712
São Sebastião do Paraíso,11514
Russas,184
Estância,286269
Paragominas,421231
Bom Jesus da Lapa,257275
Escada,72821
Araranguá,8476
Sousa,3988
Mococa,129014
Fernandópolis,18572
Conceição do Coité,270180
Embu-Guaçu,286
Caicó,91964
Cosmópolis,5564217
Rio Negro,24252
Itaberaba,5978
Lençóis Paulista,340330
União dos Palmares,93711
Venâncio Aires,395094
Montenegro,161
Tupã,250296
Icó,23080
Cruz das Almas,3753
Ouricuri,16556
Penedo,14037
Benevides,27
Tomé-Açu,234923
Palmares,802723
Santo Antônio do Descoberto,6555
Igarapé-Miri,1791221
Portel,2865864
Cruz Alta,1181698
Camaquã,254870
Tefé,839408
São Gabriel,47085
Penápolis,48101
Itapecuru Mirim,731436
Ipirá,435104
Piripiri,169356
Santo Amaro,2
Viseu,106905
Coroatá,303039
Guapimirim,103207
Cajazeiras,1883
Caràzinho,131910
Vacaria,539271
Acaraú,10822
Barra do Garças,2174
Bezerros,184151
Batatais,3002
Cristalina,272231
Frutal,69669
Lagoa Santa,9
Maués,41061
Limoeiro do Norte,34304
Jacundá,533367
São Miguel do Guamá,59644
Lucas do Rio Verde,14256
Cachoeiras de Macacu,30516
Juruti,4
Buíque,19287
Guarabira,1332
Açu,1
Monte Alegre,254908
Mirassol,2503
Campo Alegre,55067
Ibitinga,99425
Nova Odessa,517808
Andradina,70651
Vargem Grande,53603
Pau d’Alho,535525
Alenquer,2670
Três Pontas,7324
Moreno,5398
Taquaritinga,166146
Bertioga,155117
São Francisco,123662
Araci,212904
Registro,375600
Irati,15368
Boituva,342221
Jaru,1193976
Tucano,2868450
Tauá,846434
Naviraí,216397
Acará,1076533
Limoeiro,26817
Monte Mor,60
Jaguaquara,4980
Congonhas,2006
Rolim de Moura,3
Viçosa do Ceará,5089
Pôrto Ferreira,2338
Barreirinhas,444780
Monte Santo,41181
Canoinhas,711116
São José do Rio Pardo,10740
Itupeva,4121
Campo Belo,61916
Barra,389176
Vigia,252486
Videira,20
Olímpia,14632
Itupiranga,1645555
Santo Estêvão,138311
Porto Nacional,10677
Capivari,172277
São Bento do Una,34889
Canguçu,13720
Leopoldina,691119
Acopiara,24315
Manicoré,6091
Mongaguá,13308
Tutóia,509
Rondon do Pará,137894
União da Vitória,6245
Viana,13396
Granja,21461
Tobias Barreto,338853
Caetité,5212123
Itabirito,44281
Prudentópolis,561048
Boa Viagem,276435
Sapé,99064
Óbidos,4
Jaguariúna,227407
Guaxupé,6086
Porto Feliz,306795
Paraíso do Tocantins,6688
Xanxerê,93627
Laguna,38819
Ribeira do Pombal,73810
Trairi,81850
Jaraguá,14636
Humaitá,26471
Campos do Jordão,45766
Artur Nogueira,753
Nova Venécia,542831
Macaúbas,190379
Bocaiúva,70119
São Joaquim da Barra,225424
Alta Floresta,51343
Vargem Grande Paulista,16975
Itararé,111079
Beberibe,383980
Jales,6319
Bom Conselho,28288
Baião,22669
Xique-Xique,68691
Rio Grande da Serra,578909
Mauriti,6901
Presidente Dutra,1627390
Conceição do Araguaia,109
Monte Carmelo,1004
Diamantina,526190
Santana do Ipanema,52455
Cornélio Procópio,136325
Atalaia,2263
Ribeirão,22599
João Pinheiro,123612
Ipiaú,7455
Capão Bonito,80815
Barras,81381
Guajará-Mirim,22337
São Mateus do Sul,878338
Niquelândia,340698
Medianeira,63449
Cabreúva,10951
Santa Cruz do Rio Pardo,25376
Eusébio,386870
Morrinhos,34045
Augusto Correa,52131
Sena Madureira,20812
Sirinhaém,268893
Santo Antônio da Platina,124
Mairinque,28488
Maragogipe,5554
Pontal,19008
Livramento de Nossa Senhora,489337
Iranduba,995364
Guaramirim,48942
Mata de São João,31707
Dracena,60301
Pontes e Lacerda,24823
São Bento,37754
Goianira,26135
Cerquilho Velho,636238
Uruará,1059
Brejo Santo,38482
Brejo da Madre de Deus,177709
Seabra,2491
Xinguara,698329
Barra de São Francisco,127396
Pederneiras,12497
Currais Novos,98609
Lapa,1610
Marau,64451
Paraguaçu Paulista,107911
Louveira,26935
Garça,142886
União,248
Paraíba do Sul,129196
Mamanguape,39912
São José de Mipibu,38119
São Benedito,393995
Panambi,57504
Igarapé,66269
Pinhal,69129
Mombaça,3781120
Santa Rita do Sapucaí,94731
Castro,417259
Salto de Pirapora,10105
Paraty,55966
Itaberaí,30086
Presidente Epitácio,924265
São Lourenço do Sul,18140
Catende,19749
Lábrea,191760
